comment,label
绝好，非常棒的课程,1
还是有点不容易理解。,0
是一个即可以长新知识也可以巩固旧知识的平台，每个步骤都使学习方法更新颖知识掌握更牢固。,1
搞的我们会一样，服了,0
老师讲课言简意赅，寥寥数语道出了学习该课程的目的与方法,1
学到了许多新东西。,1
完整、逻辑、非常好的课程！！！,1
很棒，这个学习软件·让我免费学习好知识,1
欧克      哈哈哈,1
非常好用，一星好评,1
学到很多知识，很满足,1
课很好，但要靠人自己自觉,1
题刷新出来太慢了,0
老师讲的很清晰，模拟练习的难度刚刚好，可以很好地和课程结合,1
作为翻转的同学，我做PPT的能力真的长进不小。而且，合作自学的能力增长了不少,1
对我们初学者来说，理解不了，不适合学习,0
我上大学时学这门课如听天书，如今终于听懂了，缺失得以弥补，感谢老师的精彩讲述。,1
服了学半天没分,0
课程不错，对我帮助很大,1
这门课程实际是在为我们今后的学习打下一个基础。例如什么是链表。,0
讲的好模糊,0
为什么我一直听到呲呲的声音,0
老师讲的通俗易懂！棒！强烈推荐,1
这个课后作业不是很懂，我们也是才接触就需要我们构思结构，这个困难，很多都处在搞不懂的状态。,0
就是刚开始那几张还是挺简单的，只要有一些基础的就会很容易学，到后面指针这里，就感觉有点乱啦，肯定需要多联系，然后课程设计感觉还是挺合理的，时间不长，不会产生学习疲劳,0
课程有用，学到了很多,1
课程提供了很多基础知识，让我对计算机的认识更加深入,1
课程考试没有邮箱通知，让我错过，非常失望,0
这门课程老师上课讲得很详细，讲得也很好，我很喜欢听，让我学会了很多关于计算机的知识，很感谢老师!,1
选择题有一道答案错了，填空题的格式实在是整不对，放弃了,0
测试与作业答案有问题 搞人心态,0
老师讲解非常好，感觉受益匪浅。,1
作业太麻烦测验多,0
授课内容很全，老师讲得通俗易懂,1
老师讲得挺好的，理论性很强，需要一定的耐心，后期加入的编程实践有效地解决了这方面问题。,1
教学方式很好，还希望能够长期开课。,0
太麻烦了，考核方式真的是我见过最繁琐的,0
课程上的有点快，总体来说还好，就是时间有点不够用,0
好，老师讲地很清晰。,1
哪个没看啊，不知从何找,0
首先我是计算机专业的学生，所以对于计算机有自己的兴趣，学习《计算机科学导论》这门课程虽然并没有让我的知识有很大的提升（仅仅是书本内容，不是实验内容，实验可以提升知识和技术），但是对于我的思维方式有很大的改变，这对于我后期的学习计算机的技术有很大的提升！！,1
授课方式极好，教学思路清晰，非常好的一门课。,1
视频，套路，测试明明都弄过了，为啥还显示没刷满,0
教学平缓适中，但不会引人入睡,1
非常失望，令人绝望。课程太多，太复杂，看了也看不懂,0
电脑都放不了视频,0
课堂内容丰富，比较吸引人,1
老师对本门课有深刻的理解，并不是照本宣科,1
差评，看了好几遍确依然提醒我没有看完,0
明明看完了视频，进度条一直不更新,0
老师讲得特别清晰，ppt动画也是非常直观，三两句就能把复杂的问题讲明白，神仙课！！！,1
太棒啊，我会继续坚持,1
经过这半学期的学习感觉收获很大，刚开始一些基本操作都不会，现在会了好多，现在是网络社会懂计算机是很重要的，从各个方面都有很大的提升。我还会继续去学习，认真对待这门课。,1
没有证书啊，学校不算,0
授课方式较往常接触到的不同，比较新颖,1
我认为在这课堂中，老师运用了生动的例子和相关的文档，让我更加容易，更加透彻的去理解计算机的一些知识。在讲课过程中，老师讲话思路清晰，语言简洁，也更让我有学习的动力。,1
不错的网站，值得学,1
进一步了解计算机吗，熟悉计算机。,1
这门课程很棒，里面的内容以及测试都是有针对性的，学了这门课程，让我从一个新手渐入佳境，相信以后的学习中，一定会取得更好的成绩！,1
可以帮助我们提前预习课程，并且很好,1
课很好，但是好难，学不明白,0
讲得很细，适合自学,1
好，针不戳！我！！,1
国家精品那个女老师就在念PPT,0
课程精简，没有废话，内容充实，讲解易懂，实在是精品课程！,1
非常的好，能不能给我一个证书,1
适合复习，很多概念都没讲，直接开门见山,0
女老师的麦有问题把，经常消音，而且讲的和第一个男老师差太多了，一点都不细致，有些错误也不说为啥这样错了，不想讲可以不讲。课程整体还是可以的,0
非常好，简单易懂，老师通过课件材料很好的讲述了关于计算机工作的原理，包括虚拟实验：字符编码与信息交换             虚拟实验：一条指令的执行过程             虚拟实验：文件管理与磁盘恢复             百家视点：为什么说计算机只会做加法？             知识扩展：扫一扫，扫出了什么？,1
老师讲的很好，课堂上不懂的重点难点都懂了,1
课程内容丰富，学到了很多东西,1
课程十分的棒，秦老师讲课认真细致，实验内容丰富，确实学到了很多的东西！,1
为什么我看了结果没有更新进度条,0
这门课程十分实用。,1
对计算机有了更深的了解，已经可以较为熟练地掌握计算机的初级使用方法。,1
大学计算机是一门实用的课程，它对今后的逻辑思维有重要影响,1
课件知识点清晰，由浅入深，有启发性，测验和练习也设计得很好，可直接进行编程训练且系统自动判分这一点非常不错，不愧是国家精品课程，学习了！,1
考试没有通知，容易错过,0
老师讲的挺能听懂的，同时有讨论、有习题，便于巩固。在视频里，放PPT的时候，右下角能出现老师的图像，但老师的图像是大屏幕的时候，能否右下角也有PPT？,0
老师讲的很详细，授课内容也很丰富，让我们在享受课程的过程中学到了很多东西,1
课程教会了我很多东西，丰富了我的知识储备,1
让我学到了很多新知识 ，很多是在课堂上错过的知识点，都能在这学到,1
计算机知识真的是与时俱进，与我当年学的东西很多不一样了。,1
课程十分好，给了我很好启发,1
感觉完全无法适应“翻转课堂”的教学模式，对于一个非主攻计算机的学生，由于本学期其他课程非常紧张，很难安排出时间自学所有的课件，再完成作业。希望老师还是按照正常的课程模式去开课，不要使用“翻转课堂”了，谢谢。,0
从刚开始的懵懂，到现在对互联网信息传输有了初步的了解，在学习的过程中收获颇多。,1
这个老师教学是照着课本一字一字照念，没有创新，听的没有一点兴趣，听得让人心累。一点都不通俗易懂,0
进度安排能较好照顾无基础学生，练习丰富。,1
课程设置的很棒！通俗易懂，但知识点也很全面！感谢哈工大,1
通过了这几周的认真学习，我觉得我对大学计算机的理解更加深层次了，对硬件和软件已经有了一定的了解，我希望在今后的学习中我能保持势头，再接再厉！,1
课时和学习时间与真实操作时间不符，不能及时更新学习时间,0
课程内容是不错的，但平台存在的问题还有许多,0
课程讲解很清楚，老师还会在讨论区给我们提问，感觉很好,1
稳扎稳打  比较基础   应该是按照学校的课程安排来排课的吧,0
真的特别好，对我的学习有很大的帮助,1
挺好的，有利于解决教育资源不公平的问题,1
初步了解了计算机学科，科学还有计算机的问题求解,1
老师讲的精简而又全面，很棒。,1
计算机导论课程是计算机专业的学生很有必要去学习的课程，它给予了我们对于计算学科的一些基础知识，而且锻炼了我们的思维，有利于接下来对于更多专业知识的学习，为接下来的课程打下基础。,1
挺好的，可以看其他老师讲课,1
在这门课中我学习到了很多，让我初步了解到了计算机这个专业。,1
课件很详细，能够让人容易理解，非常赞的一门课,1
只是把文字做成了视频而已，且视频播放时还滋啦滋啦响，体验相当差。,0
老师地这些课很有启发，较为简单地讲述清楚一件事，学道后学术更加畅快无比。,1
目前上了三课，第一次了解，感觉很抽象，不太好理解。,0
连看三个视频才发现没有出现课时，不知道是不是系统问题？？？,0
非常具全，讲得非常好,1
很棒，细细听来受益匪浅！,1
"""""""从第五讲开始没有习题讲解了,有点可惜.习题有些有错误.""""""",0
老师讲的很好，学的挺扎实,1
题目的答案出现了问题,0
老师讲的的确比较优秀！赞,1
一点一点的来，基础打得好，才能站更高,1
强烈推荐的C  教学视频,1
课程内容完善，教师教导水平高,1
本课程清晰地为我们理清了计算机学科的大概论，让学生对计算机学科有了一个比较全面的认识，对以后学习及专业的选择有较大帮助,1
公开授课，让所有专业的人都有机会学习计算机编程，将来能迸发出学科融合的魅力,1
没有提醒，很垃圾,0
计算机科学导论课程让我们理解了什么是计算机，计算机的运行原理是什么，方便我们今后对计算机学科的深入学习,1
感谢慕课和哈尔滨工业大学的老师的讲解让我学习了计算机组成原理的知识，老师深入浅出的讲解让我把平时不懂的地方也学会了，感谢,1
明明好多课程都学完了，但是它上面没有给我绿色的标记，都学了很多遍了还是没有给我出来标记,0
这门计算机科学导论课让我更加了解了有关计算机的知识，课后也可以更好的复习,1
苟利国家生死以岂因祸福避趋之 1s,1
明明做了绪论考试 却没有分。。,0
这学完了还可以回来看吗？,0
各位老师非常认真负责，特别是赵英良老师兢兢业业、有问必答。非常感谢各位老师！,1
在手机上学习有不同的的感受。提高学习兴趣。,1
明明没到考试截止时间，提前给我自动交卷了。。气。。,0
学习收获很大，学到了很多知识！收获到的是闻所未闻的东西，我对计算机这一门科目产生了浓厚的兴趣，并且我对计算机的认知有了改变。,1
太卡了，还有不合法是什么鬼,0
老师闪退，课程看了一遍又一遍课时就是刷不上去，醉了，严重影响学习效率,0
老是打不开是什么意思(;｀O′)o,0
我是来听课的，不是来看老师的，老师的镜头太多了，严重影响我看题了,0
非常好，适合我这种学习比较慢的人，很多概念都需要很长时间的打磨，才能真的理解好,0
醉了 明明看完了就是显示未完成 看了三遍还是一样,0
思路清晰，内容深入浅出，我喜欢,1
不能申请电子证书吗,0
太好了！太好了！太好了！,1
我觉得这门课程挺好“玩”的，像图灵机，进制转换等觉得学起来很有趣，喜欢实践和理论一起的。,1
大学计算机真的是一门非常好的课程，它有助于大学生更好地了解这个信息时代，增扩知识面，是生活与学习必不可少的一门课程。,1
有些没有观看给的，总是自动跳过,0
建议大家认真学，对后来的C语言有一定的好处,1
老师上课很很认真，讲的很细致！学到了很多知识。,1
学到很多，涨了见识,1
能够根据自己的情况，学习更多的知识，很好,1
课非常好，很值得学习。,1
很好，我觉得特别棒,1
讲的很好，小白也能听懂,1
课程简明扼要，抓住了重点,1
课程有效，教学质量非常好,1
课程很好，学到很多,1
老师讲的特别细，让我体会特别深刻,1
带着被迫去学习，不如主观能动性好，可是有了主观能动性，人又是向惰性的，唉。。。,1
课程非常棒，喜欢！,1
学到很多知识，感触颇深。,1
喜欢钱老师的课，举例子生动形象，真的很想继续学下去，yeah！,1
感觉收到的启发很多，受益终身,1
感觉内容有多少，不过题量还可以,0
答案有错误，考试题有问题,0
都不知道什么时候开始的，看到的时候就已经截止了,0
此次学习非常的棒，学到了很多知识,1
感觉从中学到了我们平时不会接触的东西，对我们的帮助挺大的,1
感觉还不错，老师讲的很认真，详细，喜欢喜欢~,1
实用性强，结合最新技术，很值得学习,1
受益很多呀，感谢老师精彩讲述。,1
方便广泛，视通九州。快捷整体，时代先驱。,1
这门课程很好 很有价值,1
不知什么原因关掉我的发贴等。应通知原因。,0
很多只讲事件，大概年限没有给出，从历史角度，备课充不分。,0
非常棒，希望继续保持,1
讲的很好，课堂上没听懂的基本懂了,1
非常棒，扩大知识面,1
为什么课程就关闭了？请问最终成绩在哪里可以查看？,0
老师讲解非常细致，并且课堂中有例题讲解，课后有大量的习题可以巩固练习。,1
很好，让同学更好学习计算机,1
课程内容循序渐进，而且老师的讲课方式也是挺让人放松，可以轻松接受,1
不错，对文科生的逻辑思维能力提高有帮助,1
能不能给完整课件，上课演示的课件何必做成斜的呢，没必要，听课做笔记很不方便,0
"""""""递归是自己调用自己，每次旨在缩小问题规模。迭代是自己执行很多次，每次旨在更接近目标。在我看来，递归中一定有迭代,但是迭代中不一定有递归,大部分可以相互转换.能用迭代的不用递归,递归调用函数,浪费空间,并且递归太深容易造成堆栈的溢出。""""""",1
老师讲课内容全面，条理清晰，学起来易懂。,1
讲得很好！！通俗易懂,1
听不清老师讲什么,0
非常满意，感觉受益匪浅。,1
内容丰富，层次清楚,1
通过本次学习，对计算机有了初步的了解。,1
很不错。就是节奏有点快。,1
我感受到了教授淋漓尽致的讲演，同时收获了很多本次学习内容的相关知识。,1
其实授课方式挺好的，但是我觉得这样的授课方式会让同学们抛弃课本。并且看过一遍视频后根本没有记住多少东西，但是如果反复看视频，用的时间又会过多。,0
C  需要掌握好变量，常数，逻辑顺序以及输入细节,0
负责并认真，学习氛围浓厚,1
这门课可以了解到计算机的基础知识，为以后的学习打好基础。,1
老师解说非常详细，我能从中学到很多计算机知识。,1
老师耐心，知识点涉及广泛，容易理解，通过讨论互动，学到了很多知识。,1
课程内容组织很棒 其他方面都非常优秀  优秀,1
电脑互评不了,0
老师很负责也很有经验，课程安排合理，讲解细致！,1
知识讲得很细致，讲解也很棒,1
了解新领域，看看自己未知的领域,1
十分棒，就是希望多点史料，作业题可以少点,0
老师上课时没听懂或没理解的地方可以利用网课进行复习巩固，也补充了一些知识，学习收获到了很多，觉得很棒。,1
老师存储容量的扩展讲得非常深入和精炼，解决了对我来说的疑点和难点。(◍ ´꒳` ◍),1
授课过程中思路清晰，，老师的见解很到位，对我来说受益匪浅,1
很好，我喜欢，学懂很多,1
有些章节太短了,0
老师们讲的特别好，我头脑简单也能听懂一点点,1
这真的有点听不懂，太官方和学术了，晦涩难懂，唉,0
老师讲的特别好，很详细，赞！,1
分太低了，希望高一点??,0
本课程是国家精品课，学习本课程以后学到了很多的知识，感谢教课老师们！,1
视频看不起，可以解决吗,0
很好的，在这上面学习随时随地，很方便。老师讲解的也很清晰明了。,1
"""""""cout<<""""""""老师你们辛苦了，讲得非常好，谢谢！""""""""<<endl""""""",1
形式主义，不喜欢,0
收获不小！！！计算思维真的太重要了,1
如果能重来，我一定好好学组原，老师教的都好好，可是我怎么这么菜,1
内容很满，与上课内容一样，能够加强和在课堂上没有听明白的知识点。,1
授课方式十分有意思。很喜欢这种听课方式,1
讲解比较细致，课件的细致程度有待提高，加油,1
老师讲的非常好，结合课上所讲，收获巨大,1
线上课反复看，能够更好的感受课程体系的，挺好的。,1
老师讲述很有章法，作为程序员的自己，学习本课程后，对计算机和一些原理性的概念有了更深刻的认识,1
课后习题为啥没有答案,0
能够答疑解惑，解决问题的好课程,1
学习了这门学科，让我知道了许多关于计算机的知识,1
刚开始觉得难，不想学习，但还好我挺过来了，我是不会放弃的,1
受益匪浅，讲得很好,1
非常的棒！爱了爱了。,1
不想多说，5分强推。,1
对计算机有所泛泛的了解，大体的认识，虽然只是大体的认识，但也为自己后面的学习奠定了基础与方向，学而不思则罔，思而不学则殆。,1
要点清晰，老师讲解很到位，受益匪浅，多谢多谢。,1
进度更新太差劲！！,0
课程内容很完善，有对应的实验，能很好的再实践中体会知识的产生，深刻理解知识点。,1
课程内容丰富，有递归和迭代等算法，解决了很多问题，形成了学习计算机的思维。,1
这还没到时间 作业就已经提交不了了,0
整个课题组的老师都非常好 讲的都很透彻 在课程PPT方面都比较优秀,1
追评：不但出分效率特别低，而且不明不白太疯狂少了10分（10分平时成绩是什么鬼？如果是讨论的话课堂交流区一个讨论题都没有？？），课程团队很不负责任，课评区水军太多，最让人无语的课之一 ||  课程制作的比较粗糙，讲课照本宣科，第一次见到计算机课程还一上课就提主旋律的，PPT上的配图像素太渣都看不清（尤其MD5那里），尤其第一、三两章不值得看（还不如密码学讲的详细）,0
感觉大学计算机教会了我好多东西，使我受益匪浅谢谢这门课程,1
从这几十节课听完之后，我觉得我对计算机有了重新的认识，以至于我想再接下来的时间继续听课。,1
挺好的，感觉学到了不少东西,1
你看看你第一章第二章出的题目有限公司没有法人性？还有一题题干都错了让我猜了三次，气死了。,0
设置内容都挺不错，分布也很好类型也很多,1
第六章肿瘤 是在念书嘛。讲得和教材写的一模一样，就这。,0
本来只是想复习，结果发现老师讲的很细，授课内容也与其他学校的课程有所不同。习题讲解也很耐心，收获属实不少,1
获得了更多的知识，不用担心跟不上老师。很棒,1
呵呵，我真的好舒服啊，感觉人生到达了巅峰，你信不信,1
很好，学到了很多的知识,1
课程很棒，和课堂可以做到互补,1
为什么我都看完了，测试也做了，还显示差两课时,0
讲学习了遗传算法，展示了利用仿生学思想进行问题求解、算法设计的思维。类似的智能算法还有很多，如人工蜂群算法、蚁群算法、粒子群算法、免疫算法等，你是否好奇它们模仿、利用了自然界的哪些生物（的哪些行为和规律）？能否查阅资料弄清楚其基本思想和基本原理呢？你更喜欢哪种思想？用这些算法求解视频中多项式函数的最小值的示例，你能否像视频中展现的一样，给出其计算过程呢？请分享你的学习心得，让更多人受,1
强制性学习的东西太多，容易引起反感,0
组成原理课程比较难，但是慕课讲的还是比较清楚的,0
咋绑定学号啊，为啥学号登陆不了,0
老师真的讲的很不错！特别的课堂也很有价值，只是希望可以再补上后半部分的例题讲解，有些题有些难以理解……,1
课程设计很合理 把知识点讲的蛮透彻的,1
很好，可以学到很多有用的,1
激不起兴趣，没有应用，干燥如土,0
我很喜欢  挺好的,1
提供了一个供我学习计算机知识的一个平台，很开心，在学习知识的同时，还能自己独立地去完成计算机实验。,1
老师教授的内容非常实用！,1
知识偏基础，觉得可以稍微难一些，总体挺好的,0
学习是给自己学的，老师教的不错！,1
深入浅出，受益匪浅，值得学习的课程，教授的水平不一般的高！,1
内容充实，讲解细致，但课程内容太紧凑（可能是为mooc做的调整）,0
是我从全局理解了计算机，数据和网络的基本结构，对理解自动化与智能化帮助很大,1
学到特别多的东西，特别是可以看视频来预习第二天老师要讲的内容，这样线上线下一起学效果特别好,1
组原的mooc视频讲的真的真的很详细，从原理到结论，步步紧扣，无论是前面数据表示运算，ALU的设计，还是后面存储器，CPU的构造，都讲的很是到位，思路原理讲解都很清晰，同时结合实验，对所讲授的知识进行配套的练习，真的很棒,1
整挺好，就是来不及写哈哈哈,0
我已经工作多年，当时我们学网络的时候还没有云计算、大数据、物联网这些概念！现在来补习补习新知识，顺便复习以前学过的知识。很久没有听到大学老师上课了，有点怀恋大学时代。老师讲课很细致，举例很贴近现实。感觉是非常不错的教学资源。期待很快能学到新知识！！,1
我了解到很多计算机的知识。,1
课程非常好，有创新。但是线下课堂不太多,0
课程内容很丰富，很值得学习,1
老师教的很好 很喜欢,1
网上学习让我受益匪浅，学到了很多东西，课堂没听懂的在网课上一下子就学会了，开心,1
难，不怎么好学,0
老师讲的很好，我很满意。,1
了解了许多有关计算机的知识，让我不再像以前那样对计算机一窍不通，也让我对自己有了更多信心,1
学习内容很不错，希望我坚持下去,1
为什么学了没记录? 视频看了三遍了还是显示没看过  人傻了,0
学习时间太少，完不成课程,0
一般吧，一般到我不太想写评价。,1
感觉很不错，能很快提升自己的知识面,1
开阔了眼界，丰富了自己知识,1
课程很好，很有帮助,1
网页经常无法完整加载，刷新也没用。非常影响学习效率,0
很烦这让评价的系统设定，一直让评价！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,1
我是网络工程的一名学生，在学习这次课程之后我学会了很多东西，比如：逻辑的重要性，运用图表发解题。,1
讲得超棒的(〃▽〃) 从各个层次对计算机组成的讲解很是详尽。学完这门课，下一步就是跟着大萝卜老师从门电路开始设计CPU啦,1
非常好！学习非常方便！,1
非常荣幸选到了《计算机科学导论》这门课程，通过这一期的学习下来，获益匪浅,1
讲师们讲的很细致到位，作业安排也有层次适量，是一个很好的课程，能学到很多东西，,1
认为这种方式更有利自己慢慢去理解吧，可能在现实课堂上上课的时候，有些东西一闪而过，没有抓住,0
计算机学院金字招牌课，就不用我多说了，直接五星！,1
老师讲解的内容很详细，学到了很多,1
这个课程给予我太多有关计算机的帮助了，受益匪浅，谢谢老师！,1
第四章以后没有习题解析了，所以全学不明白了,0
老师讲的很详细，也很有趣，挺喜欢这门课的。,1
收获了很多知识，谢谢慕课这个平台,1
学习《大学计算机》这门课程，收获不少实用的计算机知识。,1
作业太多了，好疲惫,0
老师都讲的比较清晰，巩固性强，有利于更好地学习计算机。,1
很好，可以学到很多,1
不喜欢自动转到下一集,0
循序渐进学习编写程序，能够提升自己的逻辑思维能力。,1
讲的很详细，有条理，很喜欢听。,1
棒棒的 老师讲得通俗易懂,1
定期整理，按数据的用处分门别类的整理到一起，对于以后不再需要修改或者修改不多的文件夹上传到网盘，对于可能会频繁修改的文件夹，暂时存放在硬盘中，一旦修改完毕，即上传网盘。总而言之，就是整理存贮的文件，删除无用的信息。,1
好的很，对的，好的很,1
内容充实。补充课本上一些没有的东西。老师讲解比较清晰明了,1
让我领略了计算机之美，让我知道了计算机对于现在的重要性。,1
课程很不错，每个老师都讲得很认真,1
有点东西，可以学到有用的。,1
课程内容详细，解决了我对计算机的很多疑惑。而且教学拓展的内容也让我受益良多。,1
真的不咋地，这里这里谁知道指的哪里？ppt上也不会画出来。有人的时候还好能看到指的是哪里，只有ppt的时候根本不知道指哪。讲的也是不明不白的,0
课程很系统，知识梳理得很好,1
"""""""<<计算机科学导论>>这一门课程把每个单元的重要复杂内容化为简单易懂,让我们能够更加深刻的去了解这门课程,并且通过讨论和测试,更加有效的去学习这么课。""""""",1
我明明刷完了，为什么进度条不是，也找不到原因,0
从浅入深，每一节都很细致，能够让对计算机一点不了解的人慢慢开始对计算机感兴趣。,1
内容介绍清晰，让我对大计基这门课程有了更深入的理解。,1
科技发达的现代还有很多我们需要去慢慢学习的，这个课程很不错。,1
太棒啦，超出了我的预期,1
视频比较老啊，不建议新手学习。,0
期末备考完全足够了吧，至于拓展知识可以去自学。,1
战老师讲课很精炼而且清楚，自己有了很大提升,1
课程详细教学严谨细致，节奏合适，难度适中。,1
收获了很多，很开心。,1
可以弥补平时课堂上的不足。,1
一个程序在外存中称为程序，在内存中执行时称为进程，程序和进程是同一事物在不同环境下的两种称谓，本质上是一样的。 任务是由一个软件完成的一个动作，是一系列共同达到某一目的的操作。 线程是某一进程中单独运行的程序，即线程在程序之中，是进程运算的最小单位。程序是一种代码，计算机必须依靠程序才能进行。,1
声音根本听不清,0
课程编排系统全面，通过学习对计算机知识有了清楚的理解，可以说受益斐浅，所有所获吧！,1
在线编程无论有没有函数，都是编码异常。,0
拉吉繁琐 给学生带来不便,0
说的什么都听不清楚，声音太小了，你们自己都没听一下，太不负责任了。,0
老师的课程深入简出，将本应枯燥乏味的课程讲的生动形象，而且老师没有多余的废话，一字一句都是精华，老师的授课方式侧重于学生的思考，带领着学生一步一步探寻计算机的奥秘，一步一步揭开体系结构的神秘面纱。总之，太棒啦！,1
挺好的，可以获得很多知识,1
我听过的最满意的课程之一，可见平台的投入和重视程度，非常感谢mooc和老师们，建议计算机入门的同学来学习构建知识体系。,1
课程很棒，讲解十分清楚,1
请问不小心点了参加开课，怎么取消呢？谢谢,0
太垃圾了，没有一点用,0
作为一名学习计算机专业的学子，董老师的《计算机科学导论》对我而言其作用不言而喻。这一门课，本来是有趣加枯燥的，但是在老师的讲解下就不会枯燥了，课程以短视频的形式进行教学，每个节课都是短而精，可以说是短小精悍了，可以给学生无论是课前预习还是课后复习，以及习题练习，测试都是很大的帮助的，以此我们才能更好的学习计算机思想，培养计算思维，为将来的计算机专业知识的学习打下基础！！,1
慕课进不去，导致互评错过，扣完我的分，冤枉,0
我觉得还可以，跟其他学习平台相比很不错，制作精良,1
看过好几个学校的计组MOOC，平心而论，华科这版真的是理论讲得最深入浅出，实践课也让人手痒的优秀课程。听课和练习变成了非常享受的事，连PPT也做得赏心悦目，手动好评！,1
方便我们的学习，随时随地学,1
很棒！！！！！！！！！！,1
我学到了许多，我发现在网上在MOOC上学习也是一个很不错的学习方法。我以后要多在MOOC上学习。,1
ppt讲解很详细，很多上课没听清楚的问题在这里明白了,1
不提示视屏播放位置，差！,0
这个课程对于初学者而言也很适用，不用担心节奏飞快跟不上的问题。,0
挺好的，学到了很多,1
知识就是力量，学习课程中不断充实了对网络的了解，网络在我们身边无处不在，可以说是网络已经成为了我们生活中不可缺少的一部分了，学习先进的网络知识对我们在今后的生活中有着巨大帮助。,1
英语专业的我表示搞不懂，我还成了江西科技学院的学生了哎，我TM在重庆哎，这跟知到网课没得比噢，这是个啥子内容啊，看了与我无任何关系。。。,0
讨论分数太高没意义。作业题太低端,0
电子证书还没有申请领取，课程关闭了怎么办,0
考试作答哪没显示岀来，就作答了,0
那个证书怎么申请,0
战老师讲的很细致，通俗易懂，就是有些细节讲的有点快,1
可以看出来本课程整个团队准备的很用心，我从中受益匪浅，感谢课程团队及慕课团队的付出！,1
内容有简开始，逐步深入，老师的讲解清晰。,1
PPT制作精美，老师的讲解在动画配合下非常直观。个人认为是目前互联网上最好的组成原理课程。,1
这么大的bug,0
朱门酒肉xiu，不是chou，服了。,0
感觉挺好的  如果能够提供更多的课后习题就更好了     课后习题答案没有详解,0
好。。。。。。。。,1
课程紧凑，知识点多，非常好.,1
就这考试系统一堆bug，辣鸡,0
作业被别人乱评价，期末测试89。平时单元测试有次是50几分，老师要求的点基本上都是有的，有的学生喜欢瞎评价。给老师反馈后，也没收到任何消息。付出的努力也白费了。,0
讲课多方面结合 可以深入了解,1
讲的一般，没有张策老师讲的好！,1
课程的老师教得很好，也很详细，让我这个初触计算机的人对计算机有了一定的了解，而且这门课程让我逐渐形成了一种计算思维的习惯,1
真的是学了计算机才知道计算思维在现代社会这么重要啊！,1
第一次听课的时候听课不是很懂，现在再听一次越听越懂得一些,1
内容详实，讲解细腻，课程质量很好！,1
感觉很好，课堂讲解，课下互动都很好,1
卡顿，一星好评,0
了解了更多有关大学计算机的深层知识，对于我现在已经将来的专业水平技术操作有很大的帮助，认识到了有关计算机知识不同的一面,1
讲解清晰，配套的练习可以很好的提升自己,1
内容没问题 老师没毛病 就是软件。。。 卡死 加载不出来 体会,0
很基础，不过知识点很丰富，适合非计算机专业的学生入门,1
通过学习这门课我收获了很多，本是一门枯燥的课程但在这里学习  我对计算机组成原理了解了很多 知识学习了很多。,1
非常喜欢这个课程，老师讲的生动有趣，深入浅出，将其多年对本专业的了解很好地传递给了学生，极力推荐！,1
对大学计算机有一定的领悟。学会了Excel，word，PowerPoint的基本操作。对计算机有基本的了解。,1
测验和实践，检验掌握程度，匆匆一遍，只是印象不深,0
老师讲的超详细，感觉收获到了很多，希望可以提供更多练习题和详细讲解~,1
多方面，深层次学习了计算机知识,1
为什么不能提前看，看了没记录,0
挺好1学的，通俗易懂。,1
挺好的，感受不错。,1
十分系统化       帮助构建知识网络,1
计算机在我们的生活中无处不在，学号计算机是对我们自身技能的提升，能帮助我们更好的适应这个日新月异的世界，虽然弄懂计算机很难，但是我会努力的。,1
哦真是！这个视频分不清看过还是没看过,0
课程对我很大帮助，但是有难度。,0
讲的太好了，很有帮助,1
非常详细，老师讲得很好！,1
教学涉及面广范（好）教学知识点有些不完善，有待提高。,0
感觉非常棒，就是怎么进行模拟试题啊，好像直接就看视频解析了，要是能先进行模拟就好了，做错了再看解析会更加好点,0
老师讲得很详细，讨论区提问老师也很快就回答了，很棒的课程,1
能给我·更好的学习通道,1
老师对于这门课的努力让我很感动，10年时间做这么有意义的事情是值得的，不知道老师可不可以看见这条评价，还是希望老师可以达成目标,1
《计算机科学导论》这本书是计算机专业的基础课程，对计算机科学各个方面都有一定的涉及，让我们对计算机基本概念的掌握更加熟练。,1
能够帮助我在普通话发音是注意回避一些问题,1
不懂的地方，我可以反复看视频,0
很棒，学习之后很有收获,1
老师对于书上的重点讲解十分到位，结合PPT对过程的分析十分详细，解决了许多自己看书时不理解的东西！,1
大计基，一门使你受益终生的课程,1
真好，计算机技术是我们必备的一项技术。,1
提高了我的学习能力，增长了知识,1
通过学习这门课程，能了解到更多有关计算机的知识。,1
